Date,Time,Latitude,Longitude
2011-09-07,20:12:02,41.97523167,-87.791545
2011-09-07,20:12:32,41.97568333,-87.79157667
2011-09-07,20:12:42,41.976125,-87.79159667
2011-09-07,20:12:52,41.97661,-87.79159
2011-09-07,20:13:02,41.97706167,-87.791575
2011-09-07,20:13:12,41.97745167,-87.79156167
2011-09-07,20:13:22,41.97793667,-87.79154667
2011-09-07,20:13:32,41.97843333,-87.79153667
2011-09-07,20:13:42,41.97887,-87.79152833
2011-09-07,20:13:52,41.978985,-87.79125
2011-09-07,20:14:02,41.97900333,-87.79073833
2011-09-07,20:14:12,41.97920833,-87.79035
2011-09-07,20:14:22,41.97969833,-87.79034167
2011-09-07,20:14:32,41.98018833,-87.790335
2011-09-07,20:14:42,41.98065667,-87.79032833
2011-09-07,20:14:52,41.980805,-87.79074167
2011-09-07,20:15:02,41.98082167,-87.791435
2011-09-07,20:15:12,41.98084167,-87.79205833
2011-09-07,20:15:42,41.980405,-87.79262833
2011-09-07,20:17:22,41.97766167,-87.79268167
2011-09-07,20:17:32,41.9771,-87.79268
2011-09-07,20:17:42,41.97654667,-87.79268833
2011-09-07,20:17:52,41.97599667,-87.79270833
2011-09-07,20:18:02,41.97558667,-87.79271
2011-09-07,20:18:12,41.97513167,-87.79270167
2011-09-07,20:18:22,41.97471167,-87.792675
2011-09-07,20:18:32,41.97419,-87.79271
2011-09-07,20:18:42,41.9737,-87.792705
2011-09-07,20:18:52,41.97314833,-87.79272
2011-09-07,20:19:02,41.97262833,-87.79273333
2011-09-07,20:19:12,41.97220333,-87.79274
2011-09-07,20:19:22,41.97169167,-87.79276
2011-09-07,20:19:32,41.97112333,-87.79276667
2011-09-07,20:19:42,41.970625,-87.79278167
2011-09-07,20:19:52,41.97012667,-87.7928
2011-09-07,20:20:02,41.969605,-87.79279167
2011-09-07,20:20:12,41.969055,-87.79281
2011-09-07,20:20:42,41.968615,-87.79304667
2011-09-07,20:20:52,41.96859,-87.79384667
2011-09-07,20:21:02,41.96878167,-87.79401667
2011-09-07,20:21:12,41.96923833,-87.79403
2011-09-07,20:21:22,41.96972167,-87.79401667
2011-09-07,20:21:32,41.97017167,-87.794005
2011-09-07,20:21:42,41.970575,-87.794015
2011-09-07,20:21:52,41.971,-87.79401833
2011-09-07,20:22:02,41.971445,-87.79401
2011-09-07,20:22:12,41.971885,-87.79400333
2011-09-07,20:22:22,41.97244167,-87.79401
2011-09-07,20:22:32,41.97304333,-87.79398833
2011-09-07,20:22:52,41.97410167,-87.79397333
2011-09-07,20:23:02,41.97469,-87.79396
2011-09-07,20:23:12,41.97515167,-87.79395333
2011-09-07,20:23:22,41.975585,-87.79395167
2011-09-07,20:23:32,41.97613,-87.79394333
2011-09-07,20:23:42,41.97662,-87.79392667
2011-09-07,20:23:52,41.97707,-87.79391667
2011-09-07,20:24:02,41.97766333,-87.79391167
2011-09-07,20:24:12,41.97813667,-87.79390167
2011-09-07,20:24:22,41.97871667,-87.79391167
2011-09-07,20:24:32,41.979255,-87.79390167
2011-09-07,20:24:42,41.97979833,-87.79389833
2011-09-07,20:26:12,41.97803,-87.79508167
2011-09-07,20:26:22,41.97752167,-87.79509333
2011-09-07,20:26:32,41.97702833,-87.79510667
2011-09-07,20:26:42,41.976615,-87.79511333
2011-09-07,20:26:52,41.97628667,-87.79512167
2011-09-07,20:27:02,41.97585,-87.79514167
2011-09-07,20:27:12,41.97550667,-87.79513
2011-09-07,20:27:22,41.97506333,-87.79510333
2011-09-07,20:27:32,41.97452667,-87.795105
2011-09-07,20:27:42,41.97403833,-87.79510333
2011-09-07,20:27:52,41.97354,-87.79512
2011-09-07,20:28:02,41.97299167,-87.79513167
2011-09-07,20:28:12,41.972425,-87.79514667
2011-09-07,20:28:22,41.97185833,-87.79515833
2011-09-07,20:28:32,41.97137,-87.79517167
2011-09-07,20:28:42,41.97085,-87.79518333
2011-09-07,20:28:52,41.97038,-87.79518167
2011-09-07,20:29:02,41.969785,-87.795195
2011-09-07,20:29:12,41.96921167,-87.79520333
2011-09-07,20:29:22,41.968615,-87.79526833
2011-09-07,20:29:32,41.96858,-87.796065
2011-09-07,20:29:42,41.96876167,-87.79645
2011-09-07,20:29:52,41.96927833,-87.79644333
2011-09-07,20:30:02,41.96977833,-87.79644333
2011-09-07,20:30:12,41.97018667,-87.79644667
2011-09-07,20:30:22,41.97072,-87.79645333
2011-09-07,20:30:32,41.97131667,-87.79644
2011-09-07,20:30:42,41.97179167,-87.796445
2011-09-07,20:31:02,41.97196833,-87.79724667
2011-09-07,20:31:12,41.97201,-87.79759667
2011-09-07,20:31:22,41.9725,-87.79760833
2011-09-07,20:31:32,41.97295833,-87.79760833
2011-09-07,20:31:42,41.97349667,-87.79761333
2011-09-07,20:31:52,41.974035,-87.79760833
2011-09-07,20:32:02,41.97465833,-87.79761167
2011-09-07,20:32:12,41.97519833,-87.79760333
2011-09-07,20:32:22,41.97564833,-87.79760167
2011-09-07,20:32:32,41.97623833,-87.79759
2011-09-07,20:32:42,41.97684667,-87.79759833
2011-09-07,20:33:02,41.97818,-87.79757
2011-09-07,20:33:12,41.97866333,-87.79759
2011-09-07,20:33:22,41.97911167,-87.79769667
2011-09-07,20:33:32,41.97972,-87.79768167
2011-09-07,20:33:42,41.98029333,-87.79769167
2011-09-07,20:33:52,41.98088833,-87.79768167
2011-09-07,20:34:02,41.98122333,-87.79768
2011-09-07,20:34:42,41.98160333,-87.79846667
2011-09-07,20:34:52,41.98154,-87.79883833
2011-09-07,20:35:02,41.98109667,-87.79885167
2011-09-07,20:35:12,41.980555,-87.79885
2011-09-07,20:35:22,41.980025,-87.79885167
2011-09-07,20:35:32,41.97951333,-87.79886667
2011-09-07,20:35:52,41.97917,-87.79877167
2011-09-07,20:36:02,41.97865833,-87.79876333
2011-09-07,20:36:12,41.97814667,-87.79877333
2011-09-07,20:36:22,41.97762,-87.798775
2011-09-07,20:36:32,41.97714,-87.79877667
2011-09-07,20:36:42,41.97651,-87.798775
2011-09-07,20:36:52,41.97591667,-87.79877333
2011-09-07,20:37:32,41.97537167,-87.798775
2011-09-07,20:37:42,41.97484167,-87.79879
2011-09-07,20:37:52,41.974265,-87.798805
2011-09-07,20:38:02,41.97377,-87.79879667
2011-09-07,20:38:12,41.973175,-87.798805
2011-09-07,20:38:22,41.97295333,-87.79896667
2011-09-07,20:38:32,41.97262167,-87.79904833
2011-09-07,20:38:42,41.97211,-87.798975
2011-09-07,20:38:52,41.97163833,-87.79881333
2011-09-07,20:39:02,41.97103,-87.79883833
2011-09-07,20:39:12,41.97047833,-87.79883667
2011-09-07,20:39:22,41.96999833,-87.79882167
2011-09-07,20:39:32,41.96944167,-87.79884833
2011-09-07,20:39:42,41.968855,-87.79886667
2011-09-07,20:40:02,41.96853833,-87.799545
2011-09-07,20:40:12,41.96863667,-87.80009667
2011-09-07,20:40:22,41.969055,-87.80007167
2011-09-07,20:40:32,41.96952833,-87.80007167
2011-09-07,20:40:42,41.96998,-87.80006
2011-09-07,20:40:52,41.97032,-87.80004
2011-09-07,20:41:02,41.97085,-87.800045
2011-09-07,20:41:12,41.97137833,-87.80003833
2011-09-07,20:41:22,41.97191,-87.80003333
2011-09-07,20:41:32,41.97251167,-87.80003
2011-09-07,20:41:42,41.97311167,-87.80001833
2011-09-07,20:41:52,41.97357,-87.80000167
2011-09-07,20:42:02,41.97402,-87.79999833
2011-09-07,20:42:12,41.97469,-87.79999667
2011-09-07,20:42:22,41.97526167,-87.79997667
2011-09-07,20:42:32,41.97546667,-87.80014333
2011-09-07,20:42:42,41.97547333,-87.80089167
2011-09-07,20:42:52,41.97525333,-87.80118167
2011-09-07,20:43:02,41.974815,-87.801195
2011-09-07,20:43:12,41.97432833,-87.80118833
2011-09-07,20:43:22,41.97395333,-87.80120833
2011-09-07,20:43:32,41.97354,-87.801205
2011-09-07,20:43:42,41.97298167,-87.801215
2011-09-07,20:43:52,41.97245167,-87.80122333
2011-09-07,20:44:02,41.97197167,-87.80124
2011-09-07,20:44:12,41.97139,-87.80124167
2011-09-07,20:44:22,41.970755,-87.80125833
2011-09-07,20:44:32,41.97014167,-87.80127167
2011-09-07,20:44:42,41.96965167,-87.80127
2011-09-07,20:44:52,41.96911833,-87.801305
2011-09-07,20:45:02,41.96860333,-87.80133167
2011-09-07,20:45:12,41.96844167,-87.80171333
2011-09-07,20:45:22,41.968435,-87.80244667
2011-09-07,20:45:32,41.968825,-87.80252333
2011-09-07,20:45:42,41.969365,-87.80249667
2011-09-07,20:45:52,41.96985667,-87.80248
2011-09-07,20:46:12,41.97067333,-87.80246
2011-09-07,20:46:22,41.97117167,-87.80244667
2011-09-07,20:46:32,41.97167833,-87.80246
2011-09-07,20:46:42,41.972155,-87.802465
2011-09-07,20:46:52,41.97268667,-87.80245667
2011-09-07,20:47:02,41.973255,-87.80245333
2011-09-07,20:47:12,41.97379333,-87.80244167
2011-09-07,20:47:22,41.97433167,-87.80242833
2011-09-07,20:47:32,41.97478833,-87.80243833
2011-09-07,20:47:42,41.97522167,-87.80243167
2011-09-07,20:48:02,41.97542,-87.80243333
2011-09-07,20:48:12,41.97589833,-87.80243667
2011-09-07,20:48:22,41.97638667,-87.80243
2011-09-07,20:48:32,41.97692667,-87.80242
2011-09-07,20:48:42,41.97742333,-87.80242167
2011-09-07,20:48:52,41.97795,-87.80240667
2011-09-07,20:49:02,41.97845167,-87.80238333
2011-09-07,20:49:12,41.97902333,-87.80236833
2011-09-07,20:49:22,41.979645,-87.80236833
2011-09-07,20:49:52,41.98099167,-87.80235167
2011-09-07,20:50:02,41.98148333,-87.802335
2011-09-07,20:50:22,41.98172667,-87.802965
2011-09-07,20:50:32,41.98171333,-87.80344833
2011-09-07,20:50:42,41.98133167,-87.803485
2011-09-07,20:50:52,41.98090333,-87.80352
2011-09-07,20:51:02,41.98043833,-87.80351833
2011-09-07,20:51:12,41.98013333,-87.80353167
2011-09-07,20:51:22,41.97966,-87.80355833
2011-09-07,20:51:32,41.97925167,-87.80356167
2011-09-07,20:51:42,41.97879167,-87.80355333
2011-09-07,20:51:52,41.97826333,-87.803565
2011-09-07,20:52:02,41.97789833,-87.80362833
2011-09-07,20:52:12,41.97787333,-87.80428333
2011-09-07,20:52:32,41.97852167,-87.80467333
2011-09-07,20:52:42,41.97909667,-87.80465833
2011-09-07,20:52:52,41.97973,-87.80466
2011-09-07,20:53:02,41.98032667,-87.804655
2011-09-07,20:53:12,41.98062333,-87.80464833
2011-09-07,20:53:22,41.98123833,-87.804645
2011-09-07,20:55:02,41.97908167,-87.80386
2011-09-07,20:56:02,41.97912833,-87.80457167
2011-09-07,20:56:12,41.97868833,-87.80470667
2011-09-07,20:56:22,41.97813833,-87.80471833
2011-09-07,20:56:32,41.97765333,-87.80473167
2011-09-07,20:56:42,41.97720667,-87.804725
2011-09-07,20:56:52,41.97676833,-87.80473
2011-09-07,20:57:02,41.97619,-87.80475167
2011-09-07,20:57:32,41.97513667,-87.80476167
2011-09-07,20:57:42,41.97475333,-87.80476667
2011-09-07,20:57:52,41.97429833,-87.80477833
2011-09-07,20:58:02,41.97394333,-87.80477167
2011-09-07,20:58:12,41.97382,-87.80434
2011-09-07,20:58:22,41.97382,-87.80394333
2011-09-07,20:59:12,41.97379333,-87.80367333
2011-09-07,20:59:22,41.97380833,-87.80297833
2011-09-07,20:59:32,41.97381,-87.80238333
2011-09-07,20:59:42,41.97382167,-87.801585
2011-09-07,20:59:52,41.97383167,-87.80075
2011-09-07,21:00:02,41.973835,-87.79992167
2011-09-07,21:00:12,41.97384667,-87.799155
2011-09-07,21:00:42,41.97385167,-87.79678333
2011-09-07,21:01:02,41.97386833,-87.795155
2011-09-07,21:01:12,41.97388833,-87.79440667
2011-09-07,21:01:22,41.97389667,-87.79347
2011-09-07,21:01:32,41.97389333,-87.792565
2011-09-07,21:01:52,41.97388833,-87.79095167
2011-09-07,21:02:02,41.97389,-87.79001667
2011-09-07,21:02:12,41.97390333,-87.78914
2011-09-07,21:02:22,41.97389,-87.78853167
2011-09-07,21:02:52,41.97213833,-87.78829667
2011-09-07,21:03:02,41.97206833,-87.788915
2011-09-07,21:03:12,41.97205,-87.78948167
2011-09-07,21:03:22,41.972035,-87.79024333
2011-09-07,21:03:32,41.97203,-87.790975
2011-09-07,21:03:42,41.97202,-87.79181667
2011-09-07,21:03:52,41.972,-87.79266333
2011-09-07,21:04:02,41.97197167,-87.79346
2011-09-07,21:04:12,41.97197833,-87.79421833
2011-09-07,21:04:22,41.97197333,-87.79504333
2011-09-07,21:04:32,41.97195667,-87.79585333
2011-09-07,21:04:42,41.97195667,-87.79672833
2011-09-07,21:04:52,41.971955,-87.79747833
2011-09-07,21:05:02,41.97195667,-87.79833833
2011-09-07,21:05:12,41.97193667,-87.799145
2011-09-07,21:05:22,41.97192667,-87.79989167
2011-09-07,21:05:32,41.97189167,-87.80073333
2011-09-07,21:05:42,41.97189,-87.80157333
2011-09-07,21:05:52,41.971895,-87.80239
2011-09-07,21:06:02,41.97188333,-87.80324333
2011-09-07,21:06:12,41.97187,-87.80408167
2011-09-07,21:06:22,41.97186167,-87.80491333
2011-09-07,21:06:32,41.97186167,-87.80573667
2011-09-07,21:06:42,41.97186167,-87.80652
2011-09-07,21:08:02,41.97016167,-87.80659167
2011-09-07,21:08:12,41.97016333,-87.80604833
2011-09-07,21:08:22,41.970165,-87.80531167
2011-09-07,21:08:32,41.97015833,-87.804705
2011-09-07,21:08:42,41.97016333,-87.803965
2011-09-07,21:08:52,41.97017833,-87.80319667
2011-09-07,21:09:02,41.97018167,-87.80238667
2011-09-07,21:09:12,41.97019333,-87.80157333
2011-09-07,21:09:22,41.97019333,-87.80080333
2011-09-07,21:09:32,41.97018833,-87.800025
2011-09-07,21:09:42,41.97019833,-87.799135
2011-09-07,21:09:52,41.97020167,-87.798375
2011-09-07,21:10:02,41.97023833,-87.79787667
2011-09-07,21:10:12,41.97023833,-87.79722167
2011-09-07,21:10:22,41.970305,-87.79677167
2011-09-07,21:10:32,41.97029833,-87.79618667
2011-09-07,21:10:42,41.970305,-87.79563667
2011-09-07,21:10:52,41.97032167,-87.79493333
2011-09-07,21:11:02,41.97028833,-87.794435
2011-09-07,21:11:12,41.97029167,-87.793615
2011-09-07,21:11:22,41.97029,-87.79285333
2011-09-07,21:11:32,41.97030167,-87.79209
2011-09-07,21:11:42,41.97030333,-87.79138333
2011-09-07,21:11:52,41.97032,-87.79063
2011-09-07,21:12:02,41.97032667,-87.79008167
2011-09-07,21:12:12,41.97035167,-87.78949333
2011-09-07,19:42:12,41.98276667,-87.78819167
2011-09-07,19:42:22,41.98272667,-87.78873667
2011-09-07,19:42:32,41.98274333,-87.789485
2011-09-07,19:42:42,41.98274167,-87.79027667
2011-09-07,19:42:52,41.98275333,-87.791015
2011-09-07,19:43:02,41.982755,-87.791695
2011-09-07,19:43:15,41.98277,-87.79245667
2011-09-07,19:43:30,41.98337,-87.79284167
2011-09-07,19:43:40,41.98391667,-87.79308833
2011-09-07,19:43:40,41.98391667,-87.79308833
2011-09-07,19:44:02,41.98498833,-87.79356333
2011-09-07,19:44:12,41.985455,-87.79379667
2011-09-07,19:44:20,41.985865,-87.79398
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
2011-09-07,19:44:32,41.98646,-87.794225
